"studyName","Datetime GMT","Event Number","Bottle Number","Station Name","Depth (m)","DIC 1 (µmol/kg)","DIC 2 (µmol/kg)","Alkalinity 1 (µEq/kg)","Alkalinity 2 (µEq/kg)","Notes"
PD96-01,"1996-01-15 23:12:00",252,10,600.04,4,2037.6,-999,2266.7,-999,
PD96-01,"1996-01-15 23:12:00",252,9,600.04,9,2044.2,-999,2271.3,-999,
PD96-01,"1996-01-15 23:12:00",252,8,600.04,13,2037.7,-999,2265.3,-999,
PD96-01,"1996-01-15 23:12:00",252,7,600.04,18,2042.7,-999,2271.6,-999,
PD96-01,"1996-01-15 23:12:00",252,5,600.04,50,2200.8,-999,2311.5,-999,
PD96-01,"1996-01-15 23:12:00",252,4,600.04,100,2231.7,-999,2325.3,-999,
PD96-01,"1996-01-15 23:12:00",252,3,600.04,175,2247.6,-999,2338.3,-999,
PD96-01,"1996-01-15 23:12:00",252,2,600.04,342,2258.3,-999,2342.6,-999,
PD96-01,"1996-01-15 23:12:00",252,1,600.04,504.6,2257,-999,2333.7,-999,
PD96-01,"1996-01-16 09:25:00",258,12,palb,1,2058.7,-999,2261.7,-999,
PD96-01,"1996-01-16 12:03:00",266,12,pale,1,2061.5,-999,2268.3,-999,
PD96-01,"1996-01-17 09:46:00",297,12,600.035,1,2043.3,-999,2237.6,-999,
PD96-01,"1996-01-17 13:24:00",314,12,605.035,1,2045.8,-999,2269.6,-999,
PD96-01,"1996-01-17 13:24:00",314,12,605.035,1,2042.6,-999,2274.6,-999,
PD96-01,"1996-01-17 13:24:00",314,12,605.035,1,2043.9,-999,2266,-999,
PD96-01,"1996-01-17 16:52:00",331,12,610.035,2,2051,-999,2270.2,-999,
PD96-01,"1996-01-17 20:09:00",346,12,615.035,2,2043.3,-999,2267.6,-999,
PD96-01,"1996-01-17 23:32:00",364,12,620.035,2,2068.6,-999,2271.9,-999,
PD96-01,"1996-01-18 09:24:00",379,12,620.035,1.5,2050.3,-999,2287.2,-999,
PD96-01,"1996-01-18 15:50:00",410,12,610.035,1,2026.3,-999,-999,-999,
PD96-01,"1996-01-18 22:43:00",441,12,600.035,1,2042.7,-999,2258.4,-999,
PD96-01,"1996-01-19 14:43:00",461,12,pale,1,2021.6,-999,2268.1,-999,
PD96-01,"1996-01-19 18:08:00",467,12,pl10-235,2,2054.4,-999,2263.6,-999,
PD96-01,"1996-01-19 20:24:00",471,12,pi20-235,1,2061.4,-999,2264.6,-999,
PD96-01,"1996-01-20 09:27:00",478,12,palb,1,2072,-999,2250.7,-999,
PD96-01,"1996-01-20 14:13:00",488,12,pale,1,2067.8,-999,2265.4,-999,
PD96-01,"1996-01-21 09:12:00",505,12,lemaire,1,2075.8,-999,2271.7,-999,
PD96-01,"1996-01-21 16:27:00",514,12,595.014,1,2002.2,-999,2232.6,-999,
PD96-01,"1996-01-21 22:17:00",522,12,585.01,1,2002.1,-999,2223.7,-999,
PD96-01,"1996-01-22 10:38:00",532,12,575.01,1,2048.8,-999,2217.4,-999,
PD96-01,"1996-01-22 14:10:00",541,12,550.005,1,2083.3,-999,2220,-999,
PD96-01,"1996-01-22 21:02:00",550,12,"Grand Chn Ice",1,2070.8,-999,-999,-999,
PD96-01,"1996-01-22 21:02:00",550,12,"Grand Chn Ice",1,2069.6,-999,2213.3,-999,
PD96-01,"1996-01-22 21:02:00",550,12,"Grand Chn Ice",1,2071.4,-999,2215.9,-999,
PD96-01,"1996-01-23 11:08:00",562,12,bd4a,1,2092.8,-999,2262.4,-999,
PD96-01,"1996-01-23 16:41:00",581,12,bd4e/f,1,2088.6,-999,2259.7,-999,
PD96-01,"1996-01-23 21:40:00",599,12,bisj,1,2062.9,-999,2249.7,-999,
PD96-01,"1996-01-24 09:14:00",607,12,palb,1,2069.9,-999,2266.8,-999,
PD96-01,"1996-01-24 11:10:00",613,12,pale,1,2072.3,-999,2262.5,-999,
PD96-01,"1996-01-26 09:27:00",677,12,400.2,1,2142.7,-999,2296.9,-999,
PD96-01,"1996-01-26 12:40:00",684,12,400.18,1,2138.4,-999,2289.7,-999,
PD96-01,"1996-01-26 12:40:00",684,12,400.18,500,2262.7,-999,2348.9,-999,
PD96-01,"1996-01-26 19:27:00",694,12,400.16,1,2140.9,-999,2288.3,-999,
PD96-01,"1996-01-26 23:15:00",703,12,400.14,1,2139.2,-999,2282.4,-999,
PD96-01,"1996-01-27 02:44:00",712,12,400.12,1,2139.1,-999,2289,-999,
PD96-01,"1996-01-27 08:22:00",723,11,400.1,1,2136.9,-999,2286.2,-999,
PD96-01,"1996-01-27 12:18:00",733,12,400.08,1,2131.3,-999,2284,-999,
PD96-01,"1996-01-27 13:44:00",739,12,400.06,1,2130.5,-999,2276.3,-999,
PD96-01,"1996-01-27 18:13:00",749,12,400.04,1,2084.1,-999,2241.3,-999,
PD96-01,"1996-01-28 10:10:00",769,12,300.04,1,2110.9,-999,2258.3,-999,
PD96-01,"1996-01-28 13:35:00",778,11,300.06,1,2131.5,-999,2295.9,-999,
PD96-01,"1996-01-28 13:35:00",778,11,300.06,1,2135.4,-999,2279.4,-999,
PD96-01,"1996-01-28 13:35:00",778,11,300.06,1,2136.1,-999,2280.4,-999,
PD96-01,"1996-01-28 16:34:00",785,12,300.08,1,2135.3,-999,2281.6,-999,
PD96-01,"1996-01-28 20:35:00",794,12,300.1,1,2130.7,-999,2283.7,-999,
PD96-01,"1996-01-29 00:18:00",803,12,300.12,1,2128.6,-999,2282.6,-999,
PD96-01,"1996-01-29 08:28:00",819,12,300.14,1,2136.7,-999,2283.5,-999,
PD96-01,"1996-01-29 12:35:00",828,12,300.16,1,2134.8,-999,2283.9,-999,
PD96-01,"1996-01-29 15:55:00",836,12,300.18,1,2130,-999,2279.6,-999,
PD96-01,"1996-01-29 15:55:00",836,10,300.18,9,2132.7,-999,2274.6,-999,
PD96-01,"1996-01-29 15:55:00",836,9,300.18,20,2131.4,-999,2279.8,-999,
PD96-01,"1996-01-29 15:55:00",836,8,300.18,27,2136.5,-999,2305.8,-999,
PD96-01,"1996-01-29 15:55:00",836,7,300.18,44,2161.3,-999,2294.7,-999,
PD96-01,"1996-01-29 15:55:00",836,6,300.18,53,2174.8,-999,2296.7,-999,
PD96-01,"1996-01-29 15:55:00",836,5,300.18,75,2201.4,-999,2296.8,-999,
PD96-01,"1996-01-29 15:55:00",836,4,300.18,125,2229.4,-999,2319.4,-999,
PD96-01,"1996-01-29 15:55:00",836,3,300.18,200,2246.5,-999,2325.2,-999,
PD96-01,"1996-01-29 15:55:00",836,2,300.18,350,2213.8,-999,2341.1,-999,
PD96-01,"1996-01-29 15:55:00",836,1,300.18,600,2277.1,-999,2344.9,-999,
PD96-01,"1996-01-29 19:41:00",843,8,300.2,910,2249.7,-999,2343.5,-999,
PD96-01,"1996-01-29 22:21:00",844,12,300.2,1,2137.7,-999,2278.8,-999,
PD96-01,"1996-01-30 08:00:00",854,12,200.2,1,2138.9,-999,2287,-999,
PD96-01,"1996-01-30 14:02:00",862,11,200.18,1,2141.2,-999,2278.6,-999,
PD96-01,"1996-01-30 17:46:00",871,12,200.16,1,-999,-999,2277.4,-999,
PD96-01,"1996-01-30 21:40:00",881,12,200.14,1,-999,-999,2285.5,-999,
PD96-01,"1996-01-31 01:06:00",890,12,200.12,3,2123.9,-999,2279.5,-999,
PD96-01,"1996-01-31 07:54:00",900,12,200.1,1,1225.2,-999,2286.7,-999,
PD96-01,"1996-01-31 11:32:00",909,12,200.08,1,1212.5,-999,2284.6,-999,
PD96-01,"1996-01-31 14:23:00",916,12,200.06,1,2120.8,-999,2272.8,-999,
PD96-01,"1996-01-31 17:21:00",924,12,200.04,1,2115.8,-999,2280.2,-999,
PD96-01,"1996-02-02 11:10:00",949,11,mb1.1,1,2020.2,-999,2215.9,-999,
PD96-01,"1996-02-02 19:32:00",962,12,mb1.3,1,1849.5,-999,2220.2,-999,
PD96-01,"1996-02-02 19:32:00",962,10,mb1.3,3,2116.9,-999,2254,-999,
PD96-01,"1996-02-02 19:32:00",962,9,mb1.3,7,2097,-999,2251.2,-999,
PD96-01,"1996-02-02 19:32:00",962,8,mb1.3,10,2111.4,-999,2215.4,-999,
PD96-01,"1996-02-02 19:32:00",962,7,mb1.3,17,2138.7,-999,2285.5,-999,
PD96-01,"1996-02-02 19:32:00",962,6,mb1.3,20,2144.2,-999,2286,-999,
PD96-01,"1996-02-02 19:32:00",962,5,mb1.3,50,2191.2,-999,2260.2,-999,
PD96-01,"1996-02-02 19:32:00",962,4,mb1.3,75,2193.6,-999,2304.8,-999,
PD96-01,"1996-02-02 19:32:00",962,3,mb1.3,100,2213.8,-999,2292.5,-999,
PD96-01,"1996-02-02 19:32:00",962,2,mb1.3,200,2254.8,-999,2340,-999,
PD96-01,"1996-02-03 00:05:00",964,12,mb1.4,1,2019.5,-999,2219,-999,
PD96-01,"1996-02-03 06:00:00",969,12,mb1.5,1,2012.7,-999,2086.8,-999,
PD96-01,"1996-02-03 15:01:00",975,11,mb1.6,1,1984.2,-999,2198.5,-999,
PD96-01,"1996-02-03 15:01:00",975,8,mb1.7,30,2157.3,-999,2258.6,-999,
PD96-01,"1996-02-03 15:01:00",975,4,mb1.7,90,2159.6,-999,2260.2,-999,
PD96-01,"1996-02-03 22:01:00",981,12,mb2.2,1,1995,-999,2234.6,-999,
PD96-01,"1996-02-04 04:00:00",987,12,mb2.3,1,1920.8,-999,10,-999,
PD96-01,"1996-02-04 10:00:00",991,11,mb2.4,1,1974.7,-999,2233.3,-999,
PD96-01,"1996-02-04 10:00:00",991,4,mb2.4,60,1984.4,-999,2239,-999,
PD96-01,"1996-02-04 16:20:00",999,12,mb2.6,1,1895.4,-999,2198.8,-999,
PD96-01,"1996-02-06 14:14:00",1020,12,cs1.1,1,2092.8,-999,2246.5,-999,
PD96-01,"1996-02-07 10:20:00",1027,12,400.015,1,2082.4,-999,2245.1,-999,
PD96-01,"1996-02-07 12:35:00",1030,12,420.015,1,2078.8,-999,2251.3,-999,
PD96-01,"1996-02-08 11:45:00",1044,12,palb,1,1974.1,-999,2254.5,-999,
PD96-01,"1996-02-08 13:39:00",1051,12,pale,1,1968.3,-999,2248.2,-999,
PD97-01,"1997-01-07 12:47:00",58,7,PalH,1,2114.06,-999,2271.03,-999,
PD97-01,"1997-01-11 12:37:00",87,7,PalB,1,2103.26,-999,2271.28,-999,
PD97-01,"1997-01-11 14:58:00",92,11,PalE,1,-999,-999,2276.54,-999,
PD97-01,"1997-01-11 19:00:00",102,11,PalJ,1,2106.03,-999,2277.14,-999,
PD97-01,"1997-01-12 08:30:00",114,11,500.06,1,2128.39,-999,2284.86,-999,
PD97-01,"1997-01-12 14:51:00",125,12,500.08,1,2141.04,-999,2287.87,-999,
PD97-01,"1997-01-12 19:59:00",134,12,500.1,1,2140.42,-999,2289.84,-999,
PD97-01,"1997-01-13 01:33:00",141,12,500.12,1,2146.77,-999,2288.23,-999,
PD97-01,"1997-01-13 08:44:00",152,12,500.14,1,2148.67,-999,2306.85,-999,
PD97-01,"1997-01-13 11:08:00",154,12,500.16,1,2150.26,-999,2296.29,-999,
PD97-01,"1997-01-13 15:20:00",163,12,500.18,1,2149.03,-999,2293.1,-999,
PD97-01,"1997-01-13 20:30:00",173,12,500.2,1,2149.5,-999,2285.17,-999,
PD97-01,"1997-01-13 20:30:00",173,12,500.2,1,2149.87,-999,2285.85,-999,
PD97-01,"1997-01-13 20:30:00",173,10,500.2,5,2148.11,-999,2283.04,-999,
PD97-01,"1997-01-13 20:30:00",173,9,500.2,9,2148.09,-999,2288.21,-999,
PD97-01,"1997-01-13 20:30:00",173,8,500.2,24,2148.21,-999,2289.35,-999,
PD97-01,"1997-01-13 20:30:00",173,7,500.2,48,2154.06,-999,2292.32,-999,
PD97-01,"1997-01-13 20:30:00",173,6,500.2,81,2192.6,-999,2301.5,-999,
PD97-01,"1997-01-13 20:30:00",173,5,500.2,100,2221.67,-999,2324.76,-999,
PD97-01,"1997-01-13 20:30:00",173,4,500.2,150,2249.33,-999,-999,-999,
PD97-01,"1997-01-13 20:30:00",173,3,500.2,200,2255.92,-999,2336.53,-999,
PD97-01,"1997-01-13 20:30:00",173,2,500.2,300,2256.09,-999,2349.66,-999,
PD97-01,"1997-01-13 20:30:00",173,1,500.2,500,2255.25,-999,2349.22,-999,
PD97-01,"1997-01-13 22:37:00",175,4,500.2,500,2255.57,-999,2334.24,-999,
PD97-01,"1997-01-13 22:37:00",175,3,500.2,750,2234.38,-999,2329.01,-999,
PD97-01,"1997-01-13 22:37:00",175,2,500.2,1000,2256.89,-999,2362.47,-999,
PD97-01,"1997-01-13 22:37:00",175,1,500.2,1500,2260.31,-999,2365.31,-999,
PD97-01,"1997-01-16 02:45:00",300,1,600.04,1300,2249.96,-999,2344.78,-999,
PD97-01,"1997-01-16 10:59:00",307,12,600.04,1,2134.92,-999,2288.17,-999,
PD97-01,"1997-01-16 10:59:00",307,12,600.04,1,2135.38,-999,2292.84,-999,
PD97-01,"1997-01-16 10:59:00",307,12,600.04,1,2135.14,-999,2284.99,-999,
PD97-01,"1997-01-16 13:06:00",311,12,600.06,1,2112.04,-999,2262.53,-999,
PD97-01,"1997-01-16 16:21:00",330,12,600.1,1,2134.39,-999,2280.71,-999,
PD97-01,"1997-01-16 17:02:00",322,12,600.08,1,2120.55,-999,2274.98,-999,
PD97-01,"1997-01-17 08:55:00",344,12,600.12,1,2132.28,-999,2280.18,-999,
PD97-01,"1997-01-17 11:13:00",350,12,600.14,1,2148.97,-999,2282.49,-999,
PD97-01,"1997-01-17 15:13:00",358,12,600.16,1,2151.45,-999,2287.71,-999,
PD97-01,"1997-01-17 19:51:00",368,12,600.18,1,2152.11,-999,2287.73,-999,Underway
PD97-01,"1997-01-17 23:40:00",376,12,600.2,1,2138.87,-999,2274.09,-999,
PD97-01,"1997-01-18 16:06:00",391,12,Hugo,1,2131.37,-999,2285.77,-999,
PD97-01,"1997-01-18 16:57:00",390,12,Hugo,1,2130.6,-999,2278.39,-999,
PD97-01,"1997-01-18 16:57:00",390,10,Hugo,11,2131.61,-999,2279.23,-999,
PD97-01,"1997-01-18 16:57:00",390,9,Hugo,19,2142.21,-999,2289,-999,
PD97-01,"1997-01-18 16:57:00",390,8,Hugo,32,2145.21,-999,2289.37,-999,
PD97-01,"1997-01-18 16:57:00",390,7,Hugo,50,2148.23,-999,2289.33,-999,
PD97-01,"1997-01-18 16:57:00",390,6,Hugo,85,2223.09,-999,2310.49,-999,
PD97-01,"1997-01-18 16:57:00",390,5,Hugo,100,2225.72,-999,2314.91,-999,
PD97-01,"1997-01-18 16:57:00",390,4,Hugo,125,2232.56,-999,2321.61,-999,
PD97-01,"1997-01-18 16:57:00",390,3,Hugo,150,2241.65,-999,2327.56,-999,
PD97-01,"1997-01-18 16:57:00",390,2,Hugo,200,2251.67,-999,2336.8,-999,
PD97-01,"1997-01-18 16:57:00",390,1,Hugo,300,2259.91,-999,2346.8,-999,
PD97-01,"1997-01-18 18:35:00",392,12,Hugo,1,2131.28,-999,2280.84,-999,
PD97-01,"1997-01-19 12:45:00",414,7,PalB,1,2080.02,-999,2222.74,-999,
PD97-01,"1997-01-19 14:26:00",416,7,PalD,1,2122.11,-999,2267.78,-999,
PD97-01,"1997-01-19 19:00:00",423,11,PalJ,1,2108.5,-999,2262.68,-999,
PD97-01,"1997-01-25 01:25:00",662,12,600.04,1,2111.62,-999,2255.91,-999,
PD97-01,"1997-01-25 01:25:00",662,12,600.04,1,2112.15,-999,2260.52,-999,
PD97-01,"1997-01-25 01:25:00",662,12,600.04,1,2112.05,-999,-999,-999,
PD97-01,"1997-01-25 20:02:00",685,11,550.01,1,2052.94,-999,2222.13,-999,
PD97-01,"1997-01-25 20:02:00",685,11,550.01,1,2056.66,-999,2236.83,-999,
PD97-01,"1997-01-25 20:02:00",685,9,550.01,7,2096.58,-999,2252.65,-999,
PD97-01,"1997-01-25 20:02:00",685,8,550.01,12,2112.03,-999,2261.14,-999,
PD97-01,"1997-01-25 20:02:00",685,7,550.01,24,2139.95,-999,2265.41,-999,
PD97-01,"1997-01-25 20:02:00",685,6,550.01,41,2168.22,-999,2273.08,-999,
PD97-01,"1997-01-25 20:02:00",685,5,550.01,60,2190.95,-999,2293.92,-999,
PD97-01,"1997-01-25 20:02:00",685,4,550.01,79,2222.28,-999,-999,-999,
PD97-01,"1997-01-25 20:02:00",685,3,550.01,100,2233.62,-999,2316.36,-999,
PD97-01,"1997-01-27 10:04:00",730,12,400.04,1,2134.31,-999,2278.16,-999,
PD97-01,"1997-01-27 11:42:00",736,12,400.06,1,2131.23,-999,2275.08,-999,
PD97-01,"1997-01-27 16:05:00",745,12,400.08,1,2146.9,-999,2286.81,-999,
PD97-01,"1997-01-27 20:10:00",753,12,400.1,1,2149.39,-999,2289.8,-999,
PD97-01,"1997-01-28 00:10:00",764,12,400.12,1,2145.72,-999,2293.56,-999,
PD97-01,"1997-01-28 08:43:00",774,12,400.14,1,2148.53,-999,2285.52,-999,
PD97-01,"1997-01-28 10:30:00",779,12,400.16,1,2144.98,-999,2284.49,-999,
PD97-01,"1997-01-28 14:12:00",789,12,400.18,1,2147.67,-999,2279.2,-999,
PD97-01,"1997-01-28 18:05:00",798,12,400.2,1,2136.72,-999,2280.04,-999,
PD97-01,"1997-01-29 10:26:00",810,12,300.2,1,2147.01,-999,2283.16,-999,
PD97-01,"1997-01-29 10:26:00",810,12,300.2,1,2147.2,-999,2291.71,-999,
PD97-01,"1997-01-29 10:26:00",810,12,300.2,1,2145.51,-999,2285.63,-999,
PD97-01,"1997-01-29 12:23:00",815,12,300.18,1,2145.7,-999,2281.85,-999,
PD97-01,"1997-01-29 16:26:00",824,12,300.16,1,2144.51,-999,2281.47,-999,
PD97-01,"1997-01-29 20:05:00",833,12,300.14,1,-999,-999,-999,-999,
PD97-01,"1997-01-30 08:05:00",848,12,300.12,1,2138.99,-999,2289.44,-999,
PD97-01,"1997-01-30 09:55:00",853,12,300.1,1,2139.98,-999,2278.38,-999,
PD97-01,"1997-01-30 12:18:00",872,12,300.06,1,2138.1,-999,2271.09,-999,
PD97-01,"1997-01-30 13:50:00",862,12,300.08,1,2123.9,-999,2268.33,-999,
PD97-01,"1997-01-30 20:35:00",881,12,300.04,1,2113.41,-999,2253.11,-999,
PD97-01,"1997-02-01 11:23:00",977,12,200.2,1,2142.97,-999,2278.93,-999,
PD97-01,"1997-02-01 18:10:00",983,12,200.18,1,2139.33,-999,2280.4,-999,
PD97-01,"1997-02-01 21:57:00",992,12,200.16,1,2143.97,-999,2286.65,-999,
PD97-01,"1997-02-02 08:39:00",1003,12,200.14,1,2140.84,-999,2284.11,-999,
PD97-01,"1997-02-02 10:37:00",1008,12,200.12,1,2140.59,-999,2281.09,-999,
PD97-01,"1997-02-02 14:32:00",1018,12,200.1,1,2141.7,-999,2284.24,-999,
PD97-01,"1997-02-02 18:15:00",1026,12,200.08,1,2126.83,-999,2270.87,-999,
PD97-01,"1997-02-02 21:37:00",1035,12,200.06,1,2116.98,-999,2265.12,-999,
PD97-01,"1997-02-03 06:44:00",1042,12,200.04,1,2115.42,-999,2262.9,-999,
PD97-01,"1997-02-03 10:53:00",1052,12,200.02,1,2111.43,-999,2426.21,-999,
PD97-01,"1997-02-03 14:53:00",1061,12,200,1,2119.14,-999,2275.78,-999,
PD97-01,"1997-02-03 18:57:00",1070,12,-200.02,1,2118.41,-999,2270.05,-999,
PD97-01,"1997-02-04 08:03:00",1081,12,-200.04,1,1988.28,-999,2239.9,-999,
PD97-01,"1997-02-04 08:03:00",1081,12,-200.04,1,1988.78,-999,2241.69,-999,
PD97-01,"1997-02-04 10:18:00",1088,12,-200.06,1,1869.4,-999,2212.23,-999,
PD97-01,"1997-02-04 10:18:00",1088,12,-200.06,1,1870.57,-999,2213.98,-999,
PD97-01,"1997-02-05 15:52:00",1096,12,mb1,1,1937.09,-999,2246.8,-999,
PD97-01,"1997-02-05 20:06:00",1105,12,mb2,1,1957.49,-999,2253.16,-999,
PD97-01,"1997-02-06 11:39:00",1106,12,TP,1,1894.64,-999,2192.57,-999,
PD97-01,"1997-02-07 13:47:00",1113,12,380.01,1,1984.68,-999,-999,-999,
PD97-01,"1997-02-07 13:47:00",1113,12,380.01,1,1984.08,-999,-999,-999,
PD97-01,"1997-02-12 12:05:00",1279,,PalB,,2078.54,-999,-999,-999,
PD97-01,"1997-02-12 13:37:00",1285,,PalE,,2100.51,-999,-999,-999,
PD97-01,"1997-02-12 16:20:00",1299,12,600.04,1,2119.09,-999,2286.32,-999,
PD97-01,"1997-02-12 16:20:00",1299,10,600.04,6,2115.89,-999,2299.34,-999,
PD97-01,"1997-02-12 16:20:00",1299,8,600.04,22,2117.39,-999,-999,-999,
PD97-01,"1997-02-12 16:20:00",1299,6,600.04,50,2185.6,-999,-999,-999,
PD97-01,"1997-02-12 16:20:00",1299,4,600.04,100,2214.09,-999,-999,-999,
PD97-01,"1997-02-12 16:20:00",1299,2,600.04,300,2250.44,-999,-999,-999,
PD97-01,"1997-02-12 16:20:00",1299,1,600.04,500,2253.8,-999,-999,-999,
LMG98-01,"1998-01-28 19:35:00",7,11,600.04,1,2080.03,-999,2237.97,-999,
LMG98-01,"1998-01-29 20:20:00",24,11,600.06,1,2084.09,-999,-999,-999,
LMG98-01,"1998-01-30 12:03:00",48,11,600.1,1,2130.23,-999,2295.88,-999,
LMG98-01,"1998-01-30 15:35:00",55,11,600.12,1,2142.99,-999,2286.56,-999,
LMG98-01,"1998-01-30 23:09:00",66,11,600.14,1,2142.87,-999,2285.43,-999,
LMG98-01,"1998-01-31 11:23:00",77,11,600.16,1,2146.35,-999,2280.2,-999,
LMG98-01,"1998-01-31 14:05:00",82,11,600.18,1,2141.57,-999,2293.5,-999,
LMG98-01,"1998-01-31 18:56:00",91,11,600.2,1,2145.47,-999,2283.65,-999,
LMG98-01,"1998-02-01 11:03:00",102,11,500.18,1,2139.85,-999,2302.99,-999,
LMG98-01,"1998-02-01 13:22:00",106,11,500.16,1,2132.36,-999,-999,-999,
LMG98-01,"1998-02-01 22:55:00",113,11,500.14,1,2145.01,-999,2287.32,-999,
LMG98-01,"1998-02-02 10:55:00",125,11,500.12,1,2139.18,-999,2281.19,-999,
LMG98-01,"1998-02-02 13:14:00",131,11,500.1,1,2132.92,-999,2276.38,-999,
LMG98-01,"1998-02-02 17:04:00",140,11,500.08,1,2127.4,-999,2284.77,-999,
LMG98-01,"1998-02-02 20:57:00",149,11,500.06,1,2111.23,-999,2286.29,-999,
LMG98-01,"1998-02-03 12:13:00",162,11,400.06,1,2104.33,-999,2258.46,-999,
LMG98-01,"1998-02-03 16:25:00",174,11,400.1,1,2114.01,-999,2271.92,-999,
LMG98-01,"1998-02-03 21:00:00",187,11,400.14,1,2136.52,-999,2307.27,-999,
LMG98-01,"1998-02-04 12:00:00",203,11,400.18,1,2147.68,-999,2285.92,-999,
LMG98-01,"1998-02-04 18:20:00",209,11,300.18,1,2151.32,-999,2295.42,-999,
LMG98-01,"1998-02-05 00:48:00",222,11,300.14,1,2143.18,-999,2306.68,-999,
LMG98-01,"1998-02-05 11:37:00",235,11,300.1,1,2159.84,-999,2303.43,-999,
LMG98-01,"1998-02-05 15:35:00",243,11,300.06,1,2107.6,-999,-999,-999,
LMG98-01,"1998-02-06 10:40:00",260,11,200.2,1,2140.99,-999,2275.1,-999,
LMG98-01,"1998-02-06 13:09:00",265,11,200.18,1,2143.15,-999,2295.81,-999,
LMG98-01,"1998-02-06 13:09:00",265,11,200.18,1,2141.31,-999,2284.93,-999,
LMG98-01,"1998-02-06 13:09:00",265,10,200.18,12,2138.53,-999,2281.95,-999,
LMG98-01,"1998-02-06 13:09:00",265,9,200.18,25,2139.31,-999,2281.77,-999,
LMG98-01,"1998-02-06 13:09:00",265,8,200.18,54,2174.4,-999,2313.92,-999,
LMG98-01,"1998-02-06 13:09:00",265,7,200.18,65,2176.98,-999,2294.66,-999,
LMG98-01,"1998-02-06 13:09:00",265,6,200.18,85,2186.3,-999,2293.13,-999,
LMG98-01,"1998-02-06 13:09:00",265,5,200.18,105,2203.26,-999,2323.06,-999,
LMG98-01,"1998-02-06 13:09:00",265,4,200.18,150,2221.53,-999,2330.02,-999,
LMG98-01,"1998-02-06 13:09:00",265,3,200.18,225,2250.92,-999,2347.55,-999,
LMG98-01,"1998-02-06 13:09:00",265,2,200.18,350,2252.88,-999,2336.27,-999,
LMG98-01,"1998-02-06 13:09:00",265,1,200.18,500,2254.51,-999,2342.18,-999,
LMG98-01,"1998-02-06 13:09:00",265,1,200.18,500,2248.47,-999,2359.03,-999,
LMG98-01,"1998-02-06 16:59:00",273,11,200.16,1,2151.68,-999,2284.84,-999,
LMG98-01,"1998-02-07 10:40:00",284,11,200.14,1,2138.52,-999,2277.79,-999,
LMG98-01,"1998-02-07 13:43:00",291,11,200.12,1,2140.62,-999,-999,-999,
LMG98-01,"1998-02-07 13:43:00",291,11,200.12,1,2142.02,-999,2292.7,-999,
LMG98-01,"1998-02-07 13:43:00",291,10,200.12,10,2141.29,-999,-999,-999,
LMG98-01,"1998-02-07 13:43:00",291,9,200.12,17,2141.59,-999,2285.77,-999,
LMG98-01,"1998-02-07 13:43:00",291,8,200.12,31,2143.25,-999,2288.53,-999,
LMG98-01,"1998-02-07 13:43:00",291,7,200.12,41,2156.82,-999,2300.93,-999,
LMG98-01,"1998-02-07 13:43:00",291,6,200.12,77,2188.21,-999,2295.35,-999,
LMG98-01,"1998-02-07 13:43:00",291,5,200.12,90,2203.25,-999,2297.16,-999,
LMG98-01,"1998-02-07 13:43:00",291,4,200.12,125,2221.66,-999,2318.55,-999,
LMG98-01,"1998-02-07 13:43:00",291,3,200.12,176,2247.04,-999,2332.66,-999,
LMG98-01,"1998-02-07 13:43:00",291,2,200.12,250,2257.01,-999,2339.3,-999,
LMG98-01,"1998-02-07 13:43:00",291,1,200.12,410,2265.64,-999,2353.77,-999,
LMG98-01,"1998-02-07 13:43:00",291,1,200.12,410,2264.8,-999,2358.34,-999,
LMG98-01,"1998-02-07 16:54:00",296,11,200.1,1,2144.76,-999,2291.29,-999,
LMG98-01,"1998-02-07 21:14:00",305,11,200.808,1,2141.25,-999,2282.02,-999,
LMG98-01,"1998-02-08 10:36:00",316,11,200.06,1,2126.68,-999,2273.98,-999,
LMG98-01,"1998-02-08 13:21:00",321,11,200.04,1,2126.08,-999,2281.55,-999,
LMG98-01,"1998-02-08 13:21:00",321,11,200.04,1,2126.02,-999,2267.03,-999,
LMG98-01,"1998-02-08 13:21:00",321,10,200.04,8,2121.78,-999,2274.65,-999,
LMG98-01,"1998-02-08 13:21:00",321,9,200.04,15,2126.53,-999,2267.96,-999,
LMG98-01,"1998-02-08 13:21:00",321,8,200.04,27,2128.91,-999,2270.7,-999,
LMG98-01,"1998-02-08 13:21:00",321,7,200.04,38,2138.35,-999,2279.11,-999,
LMG98-01,"1998-02-08 13:21:00",321,6,200.04,64,2155.92,-999,2289.33,-999,
LMG98-01,"1998-02-08 13:21:00",321,5,200.04,88,2188,-999,2288.4,-999,
LMG98-01,"1998-02-08 13:21:00",321,4,200.04,185,2205.04,-999,2308.85,-999,
LMG98-01,"1998-02-08 13:21:00",321,3,200.04,200,2239.4,-999,2318.86,-999,
LMG98-01,"1998-02-08 13:21:00",321,2,200.04,350,2261.28,-999,2365.85,-999,
LMG98-01,"1998-02-08 13:21:00",321,1,200.04,500,2262.17,-999,2357.02,-999,
LMG98-01,"1998-02-08 13:21:00",321,1,200.04,500,2262.17,-999,2349.78,-999,
LMG98-01,"1998-02-08 16:22:00",327,11,200.02,1,2125.32,-999,2267.09,-999,
LMG98-01,"1998-02-08 20:30:00",335,11,200,1,2130.24,-999,2273.31,-999,
