"studyName","event number","datetime GMT","grid line","grid station","lat dec (º)","lon dec (º)","station name","bottle number","depth (m)","O2 (ml/L)","O2 (µmol/L)","comments (rec)"
LMG06-01,592,"2006-01-23 21:31:00",200,160,-66.71377,-72.44088,,20,13,8.034,358.81,
LMG06-01,592,"2006-01-23 21:31:00",200,160,-66.71377,-72.44088,,,0,7.982,356.49,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,,420,4.032,180.08,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,4,300,4.034,180.16,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,6,200,4.219,188.43,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,8,100,5.118,228.55,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,10,50,6.604,294.94,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,11,30,7.035,314.16,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,13,19,7.319,326.88,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,15,10,8.375,374.04,
LMG06-01,608,"2006-01-24 09:30:00",200,140,-66.8475,-72.13763,,,0,9.004,402.1,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,,450,4.162,185.87,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,4,300,3.517,157.07,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,5,200,-999,-999,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,8,100,5.809,259.45,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,9,50,6.698,299.12,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,12,35,7.017,313.4,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,14,26,7.4,330.49,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,17,10,8.913,398.05,
LMG06-01,615,"2006-01-24 11:47:00",200,120,-66.98218,-71.83602,,,0,8.956,399.98,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,,440,3.86,172.37,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,3,300,4.014,179.25,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,6,200,4.22,188.47,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,8,100,6.067,270.93,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,10,50,7.264,324.4,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,12,30,8.034,358.8,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,13,16,9.058,404.51,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,15,8,9.17,409.51,
LMG06-01,625,"2006-01-24 16:12:00",200,100,-67.11717,-71.53965,,24,0,9.335,416.92,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,,450,3.937,175.84,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,3,300,4.025,179.75,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,5,200,4.174,186.4,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,7,100,5.594,249.82,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,10,50,6.719,300.08,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,11,30,7.506,335.23,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,14,19,8.659,386.72,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,15,10,8.899,397.44,
LMG06-01,636,"2006-01-24 21:10:00",200,080,-67.24842,-71.22498,,23,0,9.068,404.96,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,,750,4.102,183.18,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,3,550,4.18,186.7,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,5,400,4.037,180.3,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,7,250,4.025,179.75,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,10,100,5.202,232.34,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,11,50,0.791,35.33,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,,30,7.429,331.78,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,16,15,8.196,366.04,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,,7,8.367,373.69,
LMG06-01,650,"2006-01-25 20:23:00",200,040,-67.50862,-70.59182,,23,0,8.388,374.6,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,,500,4.05,180.86,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,4,350,4.032,180.06,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,6,200,4.14,184.91,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,7,100,5.547,247.74,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,9,50,6.767,302.21,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,12,30,7.618,340.22,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,13,22,7.747,345.99,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,16,12,8.544,381.56,
LMG06-01,653,"2006-01-25 22:58:00",200,060,-67.37992,-70.90822,,,0,8.554,382.01,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,,590,4.364,194.89,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,3,350,4.084,182.4,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,5,200,4.202,187.66,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,8,100,6.302,281.44,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,9,50,7.425,331.61,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,11,30,8.325,371.81,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,13,21,8.533,381.06,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,,12,8.841,394.85,
LMG06-01,668,"2006-01-26 09:37:00",200,020,-67.64133,-70.27358,,,0,8.847,395.12,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,,700,4.295,191.82,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,3,500,4.145,185.12,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,6,300,4.075,181.98,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,8,100,5.581,249.23,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,9,50,8.083,360.99,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,11,30,8.633,385.57,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,13,20,8.723,389.58,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,15,11,8.688,388,
LMG06-01,673,"2006-01-26 12:12:00",200,000,-67.77258,-69.94218,,24,0,8.774,391.86,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,,185,4.609,205.85,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,3,140,4.928,220.07,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,6,100,5.877,262.46,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,7,75,6.442,287.72,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,10,50,7.956,355.32,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,11,35,8.067,360.27,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,14,25,8.192,365.83,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,16,13,8.936,399.07,
LMG06-01,680,"2006-01-26 17:34:00",200,-020,-67.90588,-69.61652,,,0,9.033,403.4,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,1,460,4.062,181.43,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,3,300,4.072,181.88,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,5,200,4.328,193.3,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,7,100,5.397,241.05,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,9,50,7.649,341.63,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,11,30,8.22,367.08,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,13,21,8.42,376.05,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,17,10,9.299,415.31,
LMG06-01,689,"2006-01-26 20:28:00",200,-033,-67.98542,-69.39708,,23,0,9.307,415.64,
LMG07-01,7,"2007-01-07 22:20:00",500.107,59.914,-65.479,-66.146,500.06,24,1.493,,,
LMG07-01,7,"2007-01-07 22:20:00",500.107,59.914,-65.479,-66.146,500.06,22,5.123,,,
LMG07-01,7,"2007-01-07 22:20:00",500.107,59.914,-65.479,-66.146,500.06,20,11.945,,,
LMG07-01,7,"2007-01-07 22:20:00",500.107,59.914,-65.479,-66.146,500.06,18,21.093,,,
LMG07-01,7,"2007-01-07 22:20:00",500.107,59.914,-65.479,-66.146,500.06,16,33.22,,,
LMG07-01,7,"2007-01-07 22:20:00",500.107,59.914,-65.479,-66.146,500.06,14,80.514,,,
LMG07-01,7,"2007-01-07 22:20:00",500.107,59.914,-65.479,-66.146,500.06,2,308.541,,,
LMG07-01,15,"2007-01-08 10:22:00",599.591,40.522,-64.933,-64.414,600.04,24,1.119,,,
LMG07-01,15,"2007-01-08 10:22:00",599.591,40.522,-64.933,-64.414,600.04,22,4.721,,,
LMG07-01,15,"2007-01-08 10:22:00",599.591,40.522,-64.933,-64.414,600.04,20,11.267,,,
LMG07-01,15,"2007-01-08 10:22:00",599.591,40.522,-64.933,-64.414,600.04,18,17.265,,,
LMG07-01,15,"2007-01-08 10:22:00",599.591,40.522,-64.933,-64.414,600.04,16,23.188,,,
LMG07-01,15,"2007-01-08 10:22:00",599.591,40.522,-64.933,-64.414,600.04,14,51.785,,,
LMG07-01,15,"2007-01-08 10:22:00",599.591,40.522,-64.933,-64.414,600.04,8,500.284,,,
LMG07-01,15,"2007-01-08 10:22:00",599.591,40.522,-64.933,-64.414,600.04,2,1215.74,,,
LMG07-01,30,"2007-01-08 18:45:00",599.925,60.024,-64.815,-64.718,600.06,24,2.306,,,
LMG07-01,30,"2007-01-08 18:45:00",599.925,60.024,-64.815,-64.718,600.06,22,4.842,,,
LMG07-01,30,"2007-01-08 18:45:00",599.925,60.024,-64.815,-64.718,600.06,20,9.261,,,
LMG07-01,30,"2007-01-08 18:45:00",599.925,60.024,-64.815,-64.718,600.06,18,15.947,,,
LMG07-01,30,"2007-01-08 18:45:00",599.925,60.024,-64.815,-64.718,600.06,16,21.272,,,
LMG07-01,30,"2007-01-08 18:45:00",599.925,60.024,-64.815,-64.718,600.06,12,48.38,,,
LMG07-01,30,"2007-01-08 18:45:00",599.925,60.024,-64.815,-64.718,600.06,2,174.485,,,
LMG07-01,43,"2007-01-09 11:58:00",599.41,80.538,-64.696,-65.047,600.08,24,1.704,,,
LMG07-01,43,"2007-01-09 11:58:00",599.41,80.538,-64.696,-65.047,600.08,22,6.95,,,
LMG07-01,43,"2007-01-09 11:58:00",599.41,80.538,-64.696,-65.047,600.08,20,10.956,,,
LMG07-01,43,"2007-01-09 11:58:00",599.41,80.538,-64.696,-65.047,600.08,18,21.526,,,
LMG07-01,43,"2007-01-09 11:58:00",599.41,80.538,-64.696,-65.047,600.08,16,29.013,,,
LMG07-01,43,"2007-01-09 11:58:00",599.41,80.538,-64.696,-65.047,600.08,12,52.301,,,
LMG07-01,43,"2007-01-09 11:58:00",599.41,80.538,-64.696,-65.047,600.08,2,465.398,,,
LMG07-01,50,"2007-01-09 20:41:00",599.874,100.184,-64.575,-65.346,600.1,16,29.261,,,
LMG07-01,50,"2007-01-09 20:41:00",599.874,100.184,-64.575,-65.346,600.1,14,52.871,,,
LMG07-01,50,"2007-01-09 20:41:00",599.874,100.184,-64.575,-65.346,600.1,6,304.493,,,
LMG07-01,50,"2007-01-09 20:41:00",599.874,100.184,-64.575,-65.346,600.1,2,605.65,,,
LMG07-01,50,"2007-01-09 20:41:00",599.874,100.184,-64.575,-65.346,600.1,24,2.698,,,
LMG07-01,50,"2007-01-09 20:41:00",599.874,100.184,-64.575,-65.346,600.1,22,6.193,,,
LMG07-01,50,"2007-01-09 20:41:00",599.874,100.184,-64.575,-65.346,600.1,20,9.901,,,
LMG07-01,50,"2007-01-09 20:41:00",599.874,100.184,-64.575,-65.346,600.1,18,19.758,,,
LMG07-01,64,"2007-01-10 08:47:00",599.893,120.053,-64.455,-65.652,600.12,24,1.318,,,
LMG07-01,64,"2007-01-10 08:47:00",599.893,120.053,-64.455,-65.652,600.12,22,3.818,,,
LMG07-01,64,"2007-01-10 08:47:00",599.893,120.053,-64.455,-65.652,600.12,20,9.926,,,
LMG07-01,64,"2007-01-10 08:47:00",599.893,120.053,-64.455,-65.652,600.12,18,22.091,,,
LMG07-01,64,"2007-01-10 08:47:00",599.893,120.053,-64.455,-65.652,600.12,16,24.773,,,
LMG07-01,64,"2007-01-10 08:47:00",599.893,120.053,-64.455,-65.652,600.12,12,53.745,,,
LMG07-01,64,"2007-01-10 08:47:00",599.893,120.053,-64.455,-65.652,600.12,8,199.775,,,
LMG07-01,64,"2007-01-10 08:47:00",599.893,120.053,-64.455,-65.652,600.12,2,528.11,,,
LMG07-01,71,"2007-01-10 11:10:00",599.97,140.087,-64.333,-65.957,600.14,20,1.514,,,
LMG07-01,71,"2007-01-10 11:10:00",599.97,140.087,-64.333,-65.957,600.14,18,4.961,,,
LMG07-01,71,"2007-01-10 11:10:00",599.97,140.087,-64.333,-65.957,600.14,16,9.524,,,
LMG07-01,71,"2007-01-10 11:10:00",599.97,140.087,-64.333,-65.957,600.14,14,16.617,,,
LMG07-01,71,"2007-01-10 11:10:00",599.97,140.087,-64.333,-65.957,600.14,12,22.759,,,
LMG07-01,71,"2007-01-10 11:10:00",599.97,140.087,-64.333,-65.957,600.14,8,49.607,,,
LMG07-01,71,"2007-01-10 11:10:00",599.97,140.087,-64.333,-65.957,600.14,2,318.18,,,
LMG07-01,81,"2007-01-10 15:36:00",599.891,160.022,-64.212,-66.26,600.16,24,2.558,,,
LMG07-01,81,"2007-01-10 15:36:00",599.891,160.022,-64.212,-66.26,600.16,22,5.37,,,
LMG07-01,81,"2007-01-10 15:36:00",599.891,160.022,-64.212,-66.26,600.16,20,13.468,,,
LMG07-01,81,"2007-01-10 15:36:00",599.891,160.022,-64.212,-66.26,600.16,18,25.154,,,
LMG07-01,81,"2007-01-10 15:36:00",599.891,160.022,-64.212,-66.26,600.16,16,34.129,,,
LMG07-01,81,"2007-01-10 15:36:00",599.891,160.022,-64.212,-66.26,600.16,12,60.607,,,
LMG07-01,81,"2007-01-10 15:36:00",599.891,160.022,-64.212,-66.26,600.16,2,408.934,,,
LMG07-01,91,"2007-01-10 20:17:00",599.938,180.05,-64.089,-66.56,600.18,24,1.811,,,
LMG07-01,91,"2007-01-10 20:17:00",599.938,180.05,-64.089,-66.56,600.18,22,7.642,,,
LMG07-01,91,"2007-01-10 20:17:00",599.938,180.05,-64.089,-66.56,600.18,20,18.388,,,
LMG07-01,91,"2007-01-10 20:17:00",599.938,180.05,-64.089,-66.56,600.18,18,28.021,,,
LMG07-01,91,"2007-01-10 20:17:00",599.938,180.05,-64.089,-66.56,600.18,16,48.908,,,
LMG07-01,91,"2007-01-10 20:17:00",599.938,180.05,-64.089,-66.56,600.18,14,82.205,,,
LMG07-01,91,"2007-01-10 20:17:00",599.938,180.05,-64.089,-66.56,600.18,6,758.858,,,
LMG07-01,91,"2007-01-10 20:17:00",599.938,180.05,-64.089,-66.56,600.18,2,1833.81,,,
LMG07-01,103,"2007-01-11 22:13:00",600.083,199.878,-63.966,-66.853,600.2,24,1.496,,,
LMG07-01,103,"2007-01-11 22:13:00",600.083,199.878,-63.966,-66.853,600.2,22,5.271,,,
LMG07-01,103,"2007-01-11 22:13:00",600.083,199.878,-63.966,-66.853,600.2,20,16.944,,,
LMG07-01,103,"2007-01-11 22:13:00",600.083,199.878,-63.966,-66.853,600.2,18,32.643,,,
LMG07-01,103,"2007-01-11 22:13:00",600.083,199.878,-63.966,-66.853,600.2,16,46.558,,,
LMG07-01,103,"2007-01-11 22:13:00",600.083,199.878,-63.966,-66.853,600.2,14,84.062,,,
LMG07-01,103,"2007-01-11 22:13:00",600.083,199.878,-63.966,-66.853,600.2,6,1013.07,,,
LMG07-01,103,"2007-01-11 22:13:00",600.083,199.878,-63.966,-66.853,600.2,2,3098.51,,,
LMG07-01,116,"2007-01-12 08:56:00",599.992,219.86,-63.843,-67.149,600.22,24,2.151,,,
LMG07-01,116,"2007-01-12 08:56:00",599.992,219.86,-63.843,-67.149,600.22,22,6.818,,,
LMG07-01,116,"2007-01-12 08:56:00",599.992,219.86,-63.843,-67.149,600.22,20,18.403,,,
LMG07-01,116,"2007-01-12 08:56:00",599.992,219.86,-63.843,-67.149,600.22,18,33.75,,,
LMG07-01,116,"2007-01-12 08:56:00",599.992,219.86,-63.843,-67.149,600.22,16,45.776,,,
LMG07-01,116,"2007-01-12 08:56:00",599.992,219.86,-63.843,-67.149,600.22,12,88.924,,,
LMG07-01,116,"2007-01-12 08:56:00",599.992,219.86,-63.843,-67.149,600.22,6,351.194,,,
LMG07-01,116,"2007-01-12 08:56:00",599.992,219.86,-63.843,-67.149,600.22,2,608.84,,,
LMG07-01,125,"2007-01-12 12:49:00",600.135,260.329,-63.59,-67.736,600.26,24,3.339,,,
LMG07-01,125,"2007-01-12 12:49:00",600.135,260.329,-63.59,-67.736,600.26,22,7.225,,,
LMG07-01,125,"2007-01-12 12:49:00",600.135,260.329,-63.59,-67.736,600.26,20,17.249,,,
LMG07-01,125,"2007-01-12 12:49:00",600.135,260.329,-63.59,-67.736,600.26,18,28.087,,,
LMG07-01,125,"2007-01-12 12:49:00",600.135,260.329,-63.59,-67.736,600.26,16,38.501,,,
LMG07-01,125,"2007-01-12 12:49:00",600.135,260.329,-63.59,-67.736,600.26,12,82.567,,,
LMG07-01,125,"2007-01-12 12:49:00",600.135,260.329,-63.59,-67.736,600.26,6,998.737,,,
LMG07-01,125,"2007-01-12 12:49:00",600.135,260.329,-63.59,-67.736,600.26,2,3436.99,,,
LMG07-01,131,"2007-01-12 23:22:00",500.014,219.984,-64.483,-68.588,500.22,24,1.312,,,
LMG07-01,131,"2007-01-12 23:22:00",500.014,219.984,-64.483,-68.588,500.22,22,5.721,,,
LMG07-01,131,"2007-01-12 23:22:00",500.014,219.984,-64.483,-68.588,500.22,20,17.295,,,
LMG07-01,131,"2007-01-12 23:22:00",500.014,219.984,-64.483,-68.588,500.22,18,28.404,,,
LMG07-01,131,"2007-01-12 23:22:00",500.014,219.984,-64.483,-68.588,500.22,16,41.278,,,
LMG07-01,131,"2007-01-12 23:22:00",500.014,219.984,-64.483,-68.588,500.22,12,80.13,,,
LMG07-01,131,"2007-01-12 23:22:00",500.014,219.984,-64.483,-68.588,500.22,4,453.201,,,
LMG07-01,131,"2007-01-12 23:22:00",500.014,219.984,-64.483,-68.588,500.22,2,611.147,,,
LMG07-01,143,"2007-01-13 08:57:00",500.059,200.035,-64.609,-68.293,500.2,24,2.335,,,
LMG07-01,143,"2007-01-13 08:57:00",500.059,200.035,-64.609,-68.293,500.2,22,7.047,,,
LMG07-01,143,"2007-01-13 08:57:00",500.059,200.035,-64.609,-68.293,500.2,20,14.286,,,
LMG07-01,143,"2007-01-13 08:57:00",500.059,200.035,-64.609,-68.293,500.2,18,28.655,,,
LMG07-01,143,"2007-01-13 08:57:00",500.059,200.035,-64.609,-68.293,500.2,16,42.058,,,
LMG07-01,143,"2007-01-13 08:57:00",500.059,200.035,-64.609,-68.293,500.2,12,72.991,,,
LMG07-01,143,"2007-01-13 08:57:00",500.059,200.035,-64.609,-68.293,500.2,6,506.332,,,
LMG07-01,143,"2007-01-13 08:57:00",500.059,200.035,-64.609,-68.293,500.2,2,2719.32,,,
LMG07-01,149,"2007-01-13 12:51:00",500.2,179.897,-64.735,-67.991,500.18,24,2.521,,,
LMG07-01,149,"2007-01-13 12:51:00",500.2,179.897,-64.735,-67.991,500.18,22,8.441,,,
LMG07-01,149,"2007-01-13 12:51:00",500.2,179.897,-64.735,-67.991,500.18,20,14.281,,,
LMG07-01,149,"2007-01-13 12:51:00",500.2,179.897,-64.735,-67.991,500.18,18,28.432,,,
LMG07-01,149,"2007-01-13 12:51:00",500.2,179.897,-64.735,-67.991,500.18,16,49.118,,,
LMG07-01,149,"2007-01-13 12:51:00",500.2,179.897,-64.735,-67.991,500.18,12,82.504,,,
LMG07-01,149,"2007-01-13 12:51:00",500.2,179.897,-64.735,-67.991,500.18,2,396.532,,,
LMG07-01,161,"2007-01-13 17:41:00",500.002,160.011,-64.861,-67.695,500.16,24,2.368,,,
LMG07-01,161,"2007-01-13 17:41:00",500.002,160.011,-64.861,-67.695,500.16,22,4.814,,,
LMG07-01,161,"2007-01-13 17:41:00",500.002,160.011,-64.861,-67.695,500.16,20,13.326,,,
LMG07-01,161,"2007-01-13 17:41:00",500.002,160.011,-64.861,-67.695,500.16,18,24.827,,,
LMG07-01,161,"2007-01-13 17:41:00",500.002,160.011,-64.861,-67.695,500.16,16,45.66,,,
LMG07-01,161,"2007-01-13 17:41:00",500.002,160.011,-64.861,-67.695,500.16,12,78.92,,,
LMG07-01,161,"2007-01-13 17:41:00",500.002,160.011,-64.861,-67.695,500.16,2,294.4,,,
LMG07-01,171,"2007-01-13 22:13:00",500.285,139.855,-64.985,-67.385,500.14,24,2.361,,,
LMG07-01,171,"2007-01-13 22:13:00",500.285,139.855,-64.985,-67.385,500.14,22,5.794,,,
LMG07-01,171,"2007-01-13 22:13:00",500.285,139.855,-64.985,-67.385,500.14,20,14.574,,,
LMG07-01,171,"2007-01-13 22:13:00",500.285,139.855,-64.985,-67.385,500.14,18,33.934,,,
LMG07-01,171,"2007-01-13 22:13:00",500.285,139.855,-64.985,-67.385,500.14,16,40.665,,,
LMG07-01,171,"2007-01-13 22:13:00",500.285,139.855,-64.985,-67.385,500.14,12,80.769,,,
LMG07-01,171,"2007-01-13 22:13:00",500.285,139.855,-64.985,-67.385,500.14,2,361.571,,,
LMG07-01,198,"2007-01-15 15:45:00",499.938,119.933,-65.111,-67.085,500.12,24,2.715,,,
LMG07-01,198,"2007-01-15 15:45:00",499.938,119.933,-65.111,-67.085,500.12,22,7.923,,,
LMG07-01,198,"2007-01-15 15:45:00",499.938,119.933,-65.111,-67.085,500.12,20,13.901,,,
LMG07-01,198,"2007-01-15 15:45:00",499.938,119.933,-65.111,-67.085,500.12,18,23.57,,,
LMG07-01,198,"2007-01-15 15:45:00",499.938,119.933,-65.111,-67.085,500.12,16,36.401,,,
LMG07-01,198,"2007-01-15 15:45:00",499.938,119.933,-65.111,-67.085,500.12,12,73.14,,,
LMG07-01,198,"2007-01-15 15:45:00",499.938,119.933,-65.111,-67.085,500.12,2,671.347,,,
LMG07-01,201,"2007-01-15 20:07:00",499.887,100.089,-65.234,-66.779,500.1,23,2.732,,,
LMG07-01,201,"2007-01-15 20:07:00",499.887,100.089,-65.234,-66.779,500.1,20,5.993,,,
LMG07-01,201,"2007-01-15 20:07:00",499.887,100.089,-65.234,-66.779,500.1,18,11.613,,,
LMG07-01,201,"2007-01-15 20:07:00",499.887,100.089,-65.234,-66.779,500.1,16,19.146,,,
LMG07-01,201,"2007-01-15 20:07:00",499.887,100.089,-65.234,-66.779,500.1,14,26.405,,,
LMG07-01,201,"2007-01-15 20:07:00",499.887,100.089,-65.234,-66.779,500.1,10,51.714,,,
LMG07-01,201,"2007-01-15 20:07:00",499.887,100.089,-65.234,-66.779,500.1,2,435.096,,,
LMG07-01,206,"2007-01-15 22:24:00",500.127,79.998,-65.356,-66.462,500.08,24,1.269,,,
LMG07-01,206,"2007-01-15 22:24:00",500.127,79.998,-65.356,-66.462,500.08,22,5.526,,,
LMG07-01,206,"2007-01-15 22:24:00",500.127,79.998,-65.356,-66.462,500.08,20,13.736,,,
LMG07-01,206,"2007-01-15 22:24:00",500.127,79.998,-65.356,-66.462,500.08,18,23.867,,,
LMG07-01,206,"2007-01-15 22:24:00",500.127,79.998,-65.356,-66.462,500.08,16,34.487,,,
LMG07-01,206,"2007-01-15 22:24:00",500.127,79.998,-65.356,-66.462,500.08,14,71.069,,,
LMG07-01,206,"2007-01-15 22:24:00",500.127,79.998,-65.356,-66.462,500.08,8,305.8,,,
LMG07-01,206,"2007-01-15 22:24:00",500.127,79.998,-65.356,-66.462,500.08,2,565.267,,,
LMG07-01,213,"2007-01-16 09:23:00",620.08,36.712,-64.817,-64.069,620.04,24,0.661,,,
LMG07-01,213,"2007-01-16 09:23:00",620.08,36.712,-64.817,-64.069,620.04,22,4.209,,,
LMG07-01,213,"2007-01-16 09:23:00",620.08,36.712,-64.817,-64.069,620.04,20,9.283,,,
LMG07-01,213,"2007-01-16 09:23:00",620.08,36.712,-64.817,-64.069,620.04,18,18.242,,,
LMG07-01,213,"2007-01-16 09:23:00",620.08,36.712,-64.817,-64.069,620.04,16,27.378,,,
LMG07-01,213,"2007-01-16 09:23:00",620.08,36.712,-64.817,-64.069,620.04,12,62.655,,,
LMG07-01,213,"2007-01-16 09:23:00",620.08,36.712,-64.817,-64.069,620.04,2,185.051,,,
LMG07-01,259,"2007-01-16 17:13:00",610.152,35.05,-64.894,-64.18,610.035,24,1.932,,,
LMG07-01,259,"2007-01-16 17:13:00",610.152,35.05,-64.894,-64.18,610.035,22,4.786,,,
LMG07-01,259,"2007-01-16 17:13:00",610.152,35.05,-64.894,-64.18,610.035,20,10.759,,,
LMG07-01,259,"2007-01-16 17:13:00",610.152,35.05,-64.894,-64.18,610.035,18,19.252,,,
LMG07-01,259,"2007-01-16 17:13:00",610.152,35.05,-64.894,-64.18,610.035,16,26.212,,,
LMG07-01,259,"2007-01-16 17:13:00",610.152,35.05,-64.894,-64.18,610.035,12,60.897,,,
LMG07-01,259,"2007-01-16 17:13:00",610.152,35.05,-64.894,-64.18,610.035,4,504.303,,,
LMG07-01,259,"2007-01-16 17:13:00",610.152,35.05,-64.894,-64.18,610.035,2,884.224,,,
LMG07-01,302,"2007-01-17 01:45:00",600.047,30.188,-64.991,-64.243,600.03,24,1.51,,,
