,studyName,eventNum,cast,bottle,datetime,stationID,gridLine,gridStation,lat,lon,percentIrradiance,depth,PO4,SiO4,NO2,NO3,NH4,Nitrite,notes
6436,LMG09-01,88.0,,1.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,320.0,2.1,116.2,,,,34.8,
6437,LMG09-01,88.0,,3.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,270.0,2.1,108.4,,,,35.1,
6438,LMG09-01,88.0,,5.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,250.0,2.1,98.3,,,,35.4,
6439,LMG09-01,88.0,,7.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,150.0,2.2,111.9,,,,36.4,
6440,LMG09-01,88.0,,9.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,100.0,2.1,83.5,,,,35.1,
6441,LMG09-01,88.0,,11.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,80.0,2.0,87.2,,,,33.2,
6442,LMG09-01,88.0,,13.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,70.0,1.9,74.4,,,,32.4,
6443,LMG09-01,88.0,,15.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,60.0,1.8,59.2,,,,28.9,
6444,LMG09-01,88.0,,17.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,50.0,1.6,60.5,,,,27.5,
6445,LMG09-01,88.0,,19.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,35.0,1.5,62.2,,,,26.4,
6446,LMG09-01,88.0,,21.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,20.0,1.5,58.1,,,,26.1,
6447,LMG09-01,88.0,,23.0,2009-01-09 05:00:00,notFound,590,130,-64.461,-65.94,,0.0,1.5,55.0,,,,25.5,
6448,LMG09-01,128.0,,1.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,250.0,2.1,94.2,,,,34.6,
6449,LMG09-01,128.0,,3.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,200.0,2.1,110.0,,,,36.4,
6450,LMG09-01,128.0,,5.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,150.0,2.1,110.3,,,,34.6,
6451,LMG09-01,128.0,,7.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,100.0,2.1,96.8,,,,34.5,
6452,LMG09-01,128.0,,9.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,80.0,2.1,88.6,,,,34.9,
6453,LMG09-01,128.0,,11.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,70.0,2.0,90.4,,,,33.8,
6454,LMG09-01,128.0,,13.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,60.0,1.9,84.8,,,,31.7,
6455,LMG09-01,128.0,,15.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,50.0,1.8,82.3,,,,29.9,
6456,LMG09-01,128.0,,17.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,30.0,1.5,60.0,,,,25.7,
6457,LMG09-01,128.0,,19.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,20.0,1.5,60.1,,,,25.1,
6458,LMG09-01,128.0,,21.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,10.0,1.5,66.7,,,,24.9,
6459,LMG09-01,128.0,,23.0,2009-01-11 03:00:00,notFound,590,130,-64.505,-65.744,,0.0,1.5,62.2,,,,25.1,
6460,LMG09-01,139.0,,1.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,2621.0,2.3,144.4,,,,35.1,
6461,LMG09-01,139.0,,3.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,1000.0,2.3,134.5,,,,35.0,
6462,LMG09-01,139.0,,5.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,400.0,2.1,121.4,,,,34.5,
6463,LMG09-01,139.0,,7.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,260.0,2.1,109.9,,,,35.5,
6464,LMG09-01,139.0,,9.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,150.0,2.1,99.7,,,,34.6,
6465,LMG09-01,139.0,,11.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,100.0,1.8,68.1,,,,28.3,
6466,LMG09-01,139.0,,13.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,75.0,1.6,60.4,,,,25.5,
6467,LMG09-01,139.0,,15.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,60.0,1.5,59.7,,,,25.5,
6468,LMG09-01,139.0,,17.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,40.0,1.5,66.5,,,,25.2,
6469,LMG09-01,139.0,,19.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,25.0,1.5,57.4,,,,24.8,
6470,LMG09-01,139.0,,21.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,10.0,1.4,53.1,,,,24.9,
6471,LMG09-01,139.0,,23.0,2009-01-11 13:35:00,500.200,500,200,-64.6096,-68.29334,,0.0,-999.0,-999.0,,,,-999.0,
6472,LMG09-01,150.0,,1.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,250.0,2.1,106.5,,,,35.0,
6473,LMG09-01,150.0,,3.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,200.0,2.1,99.3,,,,35.7,
6474,LMG09-01,150.0,,5.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,150.0,2.1,97.7,,,,35.1,
6475,LMG09-01,150.0,,7.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,100.0,2.0,94.3,,,,34.2,
6476,LMG09-01,150.0,,9.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,80.0,1.9,78.2,,,,32.3,
6477,LMG09-01,150.0,,11.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,60.0,1.7,66.0,,,,27.6,
6478,LMG09-01,150.0,,13.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,40.0,1.5,63.6,,,,26.0,
6479,LMG09-01,150.0,,15.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,30.0,1.5,61.6,,,,25.3,
6480,LMG09-01,150.0,,17.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,20.0,1.5,65.9,,,,24.4,
6481,LMG09-01,150.0,,19.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,10.0,1.5,69.6,,,,24.3,
6482,LMG09-01,150.0,,21.0,2009-01-12 22:50:00,500.160,500,160,-64.86108,-67.69485999999999,,0.0,1.5,68.1,,,,24.6,
6483,LMG09-01,166.0,,1.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,367.0,2.1,109.1,,,,35.0,
6484,LMG09-01,166.0,,3.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,300.0,2.1,110.8,,,,34.6,
6485,LMG09-01,166.0,,5.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,250.0,2.1,119.7,,,,35.2,
6486,LMG09-01,166.0,,7.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,200.0,2.1,117.9,,,,35.3,
6487,LMG09-01,166.0,,9.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,150.0,2.1,110.3,,,,34.9,
6488,LMG09-01,166.0,,11.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,100.0,2.0,83.8,,,,32.6,
6489,LMG09-01,166.0,,13.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,80.0,1.9,88.5,,,,30.5,
6490,LMG09-01,166.0,,15.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,70.0,1.5,76.6,,,,25.4,
6491,LMG09-01,166.0,,17.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,60.0,1.5,81.7,,,,24.5,
6492,LMG09-01,166.0,,19.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,50.0,1.4,67.6,,,,24.1,
6493,LMG09-01,166.0,,21.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,20.0,1.4,66.9,,,,23.9,
6494,LMG09-01,166.0,,23.0,2009-01-12 10:15:00,notFound,460,46,-65.833,-66.524,,0.0,1.4,70.2,,,,24.2,
6495,LMG09-01,180.0,,1.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,325.0,2.2,117.1,,,,34.9,
6496,LMG09-01,180.0,,3.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,250.0,-999.0,-999.0,,,,-999.0,
6497,LMG09-01,180.0,,5.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,200.0,2.2,116.4,,,,35.5,
6498,LMG09-01,180.0,,7.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,150.0,2.2,96.7,,,,35.7,
6499,LMG09-01,180.0,,9.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,125.0,2.2,106.8,,,,35.8,
6500,LMG09-01,180.0,,11.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,100.0,2.1,91.7,,,,35.0,
6501,LMG09-01,180.0,,13.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,90.0,1.9,80.1,,,,31.0,
6502,LMG09-01,180.0,,15.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,80.0,1.6,70.3,,,,26.9,
6503,LMG09-01,180.0,,17.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,50.0,1.5,58.8,,,,25.5,
6504,LMG09-01,180.0,,19.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,40.0,1.5,56.6,,,,25.3,
6505,LMG09-01,180.0,,21.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,10.0,1.4,57.6,,,,24.7,
6506,LMG09-01,180.0,,23.0,2009-01-13 22:27:00,400.160,400,160,-65.49565,-69.2019,,0.0,1.4,58.8,,,,24.8,
6507,LMG09-01,196.0,,1.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,334.0,2.0,101.3,,,,33.8,
6508,LMG09-01,196.0,,3.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,300.0,2.0,117.2,,,,34.0,
6509,LMG09-01,196.0,,5.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,250.0,2.0,117.7,,,,34.2,
6510,LMG09-01,196.0,,7.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,200.0,2.1,114.3,,,,35.0,
6511,LMG09-01,196.0,,9.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,150.0,2.1,109.5,,,,35.0,
6512,LMG09-01,196.0,,11.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,100.0,2.1,114.2,,,,35.1,
6513,LMG09-01,196.0,,13.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,80.0,2.0,95.6,,,,33.4,
6514,LMG09-01,196.0,,15.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,60.0,1.9,86.1,,,,30.1,
6515,LMG09-01,196.0,,17.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,50.0,1.7,67.5,,,,27.6,
6516,LMG09-01,196.0,,19.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,30.0,1.4,61.7,,,,24.4,
6517,LMG09-01,196.0,,21.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,10.0,1.4,64.9,,,,24.3,
6518,LMG09-01,196.0,,23.0,2009-01-13 11:00:00,400.100,400,100,-65.87755,-68.28302,,0.0,1.4,77.2,,,,24.4,
6519,LMG09-01,205.0,,1.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,150.0,2.0,97.1,,,,33.2,
6520,LMG09-01,205.0,,3.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,125.0,1.9,92.6,,,,32.1,
6521,LMG09-01,205.0,,5.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,100.0,1.9,70.7,,,,31.5,
6522,LMG09-01,205.0,,7.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,90.0,1.9,78.9,,,,30.9,
6523,LMG09-01,205.0,,9.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,80.0,1.7,80.4,,,,28.5,
6524,LMG09-01,205.0,,11.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,70.0,1.4,77.5,,,,23.9,
6525,LMG09-01,205.0,,13.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,50.0,1.5,72.1,,,,25.6,
6526,LMG09-01,205.0,,15.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,40.0,1.4,80.1,,,,23.3,
6527,LMG09-01,205.0,,17.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,30.0,1.4,72.5,,,,23.1,
6528,LMG09-01,205.0,,19.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,20.0,1.4,72.5,,,,22.8,
6529,LMG09-01,205.0,,21.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,10.0,1.4,70.5,,,,23.1,
6530,LMG09-01,205.0,,23.0,2009-01-14 02:30:00,400.400,400,40,-66.25395,-67.33657,,0.0,1.4,77.7,,,,22.9,
6531,LMG09-01,216.0,,1.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,678.0,2.0,115.3,,,,33.3,
6532,LMG09-01,216.0,,3.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,400.0,2.0,96.7,,,,34.0,
6533,LMG09-01,216.0,,5.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,380.0,2.1,109.1,,,,34.0,
6534,LMG09-01,216.0,,7.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,300.0,2.1,108.3,,,,34.3,
6535,LMG09-01,216.0,,9.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,150.0,2.1,88.3,,,,34.7,
6536,LMG09-01,216.0,,11.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,100.0,1.9,81.2,,,,31.6,
6537,LMG09-01,216.0,,13.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,80.0,1.8,70.8,,,,29.7,
6538,LMG09-01,216.0,,15.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,60.0,1.6,64.0,,,,26.1,
6539,LMG09-01,216.0,,17.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,50.0,1.5,68.6,,,,24.4,
6540,LMG09-01,216.0,,19.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,40.0,1.4,55.1,,,,23.8,
6541,LMG09-01,216.0,,21.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,10.0,1.4,66.3,,,,23.7,
6542,LMG09-01,216.0,,23.0,2009-01-14 14:43:00,300.400,300,40,-66.89115,-68.92126999999999,,0.0,1.4,65.4,,,,23.8,
6543,LMG09-01,228.0,,1.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,450.0,-999.0,-999.0,,,,-999.0,
6544,LMG09-01,228.0,,3.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,300.0,-999.0,-999.0,,,,-999.0,
6545,LMG09-01,228.0,,5.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,150.0,-999.0,-999.0,,,,-999.0,
6546,LMG09-01,228.0,,7.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,125.0,-999.0,-999.0,,,,-999.0,
6547,LMG09-01,228.0,,9.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,100.0,-999.0,-999.0,,,,-999.0,
6548,LMG09-01,228.0,,11.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,90.0,-999.0,-999.0,,,,-999.0,
6549,LMG09-01,228.0,,13.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,80.0,-999.0,-999.0,,,,-999.0,
6550,LMG09-01,228.0,,15.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,70.0,-999.0,-999.0,,,,-999.0,
6551,LMG09-01,228.0,,17.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,50.0,-999.0,-999.0,,,,-999.0,
6552,LMG09-01,228.0,,19.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,30.0,-999.0,-999.0,,,,-999.0,
6553,LMG09-01,228.0,,21.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,10.0,-999.0,-999.0,,,,-999.0,
6554,LMG09-01,228.0,,23.0,2009-01-15 22:05:00,300.100,300,100,-66.50514,-69.86668,,0.0,-999.0,-999.0,,,,-999.0,
6555,LMG09-01,244.0,,1.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,484.0,-999.0,99.6,,,,33.0,
6556,LMG09-01,244.0,,3.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,250.0,2.1,82.7,,,,34.4,
6557,LMG09-01,244.0,,5.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,210.0,2.1,74.1,,,,34.7,
6558,LMG09-01,244.0,,7.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,190.0,2.1,83.9,,,,35.6,
6559,LMG09-01,244.0,,9.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,150.0,2.1,86.6,,,,35.4,
6560,LMG09-01,244.0,,11.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,100.0,2.0,81.8,,,,34.0,
6561,LMG09-01,244.0,,13.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,80.0,1.9,72.4,,,,29.0,
6562,LMG09-01,244.0,,15.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,50.0,1.6,59.0,,,,25.3,
6563,LMG09-01,244.0,,17.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,30.0,1.4,49.0,,,,24.0,
6564,LMG09-01,244.0,,19.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,20.0,1.4,51.9,,,,23.5,
6565,LMG09-01,244.0,,21.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,10.0,1.4,52.9,,,,23.7,
6566,LMG09-01,244.0,,23.0,2009-01-15 16:40:00,300.160,300,160,-66.11381999999999,-70.78303000000001,,0.0,1.4,52.3,,,,23.6,
6567,LMG09-01,257.0,,1.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,3000.0,2.3,141.5,,,,34.7,
6568,LMG09-01,257.0,,3.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,2000.0,2.3,104.9,,,,34.4,
6569,LMG09-01,257.0,,5.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,1500.0,2.3,109.8,,,,34.3,
6570,LMG09-01,257.0,,7.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,220.0,2.1,85.3,,,,35.4,
6571,LMG09-01,257.0,,9.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,150.0,2.2,82.8,,,,36.4,
6572,LMG09-01,257.0,,11.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,100.0,2.2,60.9,,,,32.9,
6573,LMG09-01,257.0,,13.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,90.0,2.1,54.8,,,,29.6,
6574,LMG09-01,257.0,,15.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,80.0,1.7,46.1,,,,25.0,
6575,LMG09-01,257.0,,17.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,60.0,1.3,37.6,,,,22.8,
6576,LMG09-01,257.0,,19.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,40.0,1.2,34.1,,,,22.0,
6577,LMG09-01,257.0,,21.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,20.0,1.2,32.9,,,,22.6,
6578,LMG09-01,257.0,,23.0,2009-01-16 04:00:00,200.160,200,160,-66.7142,-72.44197,,0.0,1.2,33.6,,,,22.6,
6579,LMG09-01,279.0,,1.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,450.0,2.1,93.7,,,,33.6,
6580,LMG09-01,279.0,,3.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,375.0,2.1,104.4,,,,33.9,
6581,LMG09-01,279.0,,5.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,300.0,2.1,102.7,,,,34.4,
6582,LMG09-01,279.0,,7.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,250.0,2.1,100.8,,,,34.6,
6583,LMG09-01,279.0,,9.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,200.0,2.1,100.7,,,,34.8,
6584,LMG09-01,279.0,,11.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,150.0,2.0,87.0,,,,32.7,
6585,LMG09-01,279.0,,13.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,100.0,1.8,73.3,,,,30.8,
6586,LMG09-01,279.0,,15.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,75.0,1.6,66.9,,,,26.6,
6587,LMG09-01,279.0,,17.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,50.0,1.4,62.5,,,,23.5,
6588,LMG09-01,279.0,,19.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,20.0,1.4,62.6,,,,23.1,
6589,LMG09-01,279.0,,21.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,10.0,1.4,60.5,,,,23.0,
6590,LMG09-01,279.0,,23.0,2009-01-16 19:50:00,200.600,200,60,-67.37969,-70.9069,,0.0,1.4,67.1,,,,23.0,
6591,LMG09-01,290.0,,1.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,100.0,1.8,81.4,,,,29.7,
6592,LMG09-01,290.0,,3.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,80.0,1.7,79.0,,,,28.3,
6593,LMG09-01,290.0,,5.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,70.0,1.7,73.6,,,,27.1,
6594,LMG09-01,290.0,,7.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,60.0,1.6,70.2,,,,27.0,
6595,LMG09-01,290.0,,9.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,50.0,1.5,70.1,,,,25.2,
6596,LMG09-01,290.0,,11.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,40.0,1.5,71.0,,,,24.9,
6597,LMG09-01,290.0,,13.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,30.0,1.5,70.6,,,,24.5,
6598,LMG09-01,290.0,,15.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,20.0,1.4,68.7,,,,23.2,
6599,LMG09-01,290.0,,17.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,10.0,1.4,66.4,,,,22.6,
6600,LMG09-01,290.0,,19.0,2009-01-17 06:55:00,100.000,100,0,-68.37991,-71.70503000000001,,0.0,1.3,67.3,,,,22.4,
6601,LMG09-01,299.0,,1.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,500.0,2.1,114.7,,,,33.3,
6602,LMG09-01,299.0,,3.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,300.0,2.1,104.1,,,,33.9,
6603,LMG09-01,299.0,,5.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,200.0,-999.0,-999.0,,,,-999.0,
6604,LMG09-01,299.0,,7.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,150.0,2.1,97.6,,,,34.0,
6605,LMG09-01,299.0,,9.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,90.0,1.8,78.0,,,,30.1,
6606,LMG09-01,299.0,,11.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,70.0,1.5,65.3,,,,25.0,
6607,LMG09-01,299.0,,13.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,40.0,1.4,63.2,,,,24.2,
6608,LMG09-01,299.0,,15.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,30.0,1.4,66.1,,,,23.2,
6609,LMG09-01,299.0,,17.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,20.0,1.3,65.3,,,,22.1,
6610,LMG09-01,299.0,,19.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,15.0,1.3,65.6,,,,22.0,
6611,LMG09-01,299.0,,21.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,5.0,1.3,65.3,,,,21.9,
6612,LMG09-01,299.0,,23.0,2009-01-17 18:30:00,200.000,200,0,-67.77199,-69.94445,,0.0,1.2,39.9,,,,21.4,
6613,LMG09-01,309.0,,1.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,590.0,2.0,47.0,,,,32.4,
6614,LMG09-01,309.0,,3.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,350.0,2.1,45.8,,,,33.0,
6615,LMG09-01,309.0,,5.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,275.0,2.1,91.0,,,,33.5,
6616,LMG09-01,309.0,,7.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,175.0,2.1,53.5,,,,33.4,
6617,LMG09-01,309.0,,9.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,90.0,1.8,49.2,,,,29.5,
6618,LMG09-01,309.0,,11.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,75.0,1.7,59.4,,,,26.7,
6619,LMG09-01,309.0,,13.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,60.0,1.5,45.1,,,,24.3,
6620,LMG09-01,309.0,,15.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,50.0,1.5,54.0,,,,23.2,
6621,LMG09-01,309.0,,17.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,30.0,1.3,37.4,,,,21.5,
6622,LMG09-01,309.0,,19.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,15.0,1.1,48.6,,,,20.1,
6623,LMG09-01,309.0,,21.0,2009-01-19 03:35:00,notFound,168,-30,-68.167,-70.009,,10.0,1.2,49.6,,,,20.4,
